record_id,label,image_path,split
R0001703,Benign,images/Benign/R0001703.png,train
R0000562,Benign,images/Benign/R0000562.png,train
R0002270,Benign,images/Benign/R0002270.png,train
R0002311,Benign,images/Benign/R0002311.png,train
R0000376,Benign,images/Benign/R0000376.png,train
R0001285,Benign,images/Benign/R0001285.png,train
R0000189,Benign,images/Benign/R0000189.png,train
R0000225,Benign,images/Benign/R0000225.png,train
R0000316,Benign,images/Benign/R0000316.png,train
R0001485,Benign,images/Benign/R0001485.png,train
R0002105,Benign,images/Benign/R0002105.png,train
R0002529,Benign,images/Benign/R0002529.png,train
R0001445,Benign,images/Benign/R0001445.png,train
R0002375,Benign,images/Benign/R0002375.png,train
R0000790,Benign,images/Benign/R0000790.png,train
R0002057,Benign,images/Benign/R0002057.png,train
R0000076,Benign,images/Benign/R0000076.png,train
R0001040,Benign,images/Benign/R0001040.png,train
R0000066,Benign,images/Benign/R0000066.png,train
R0001617,Benign,images/Benign/R0001617.png,train
R0000472,Benign,images/Benign/R0000472.png,train
R0000047,Benign,images/Benign/R0000047.png,train
R0001004,Benign,images/Benign/R0001004.png,train
R0001159,Benign,images/Benign/R0001159.png,train
R0001714,Benign,images/Benign/R0001714.png,train
R0001003,Benign,images/Benign/R0001003.png,train
R0000083,Benign,images/Benign/R0000083.png,train
R0000532,Benign,images/Benign/R0000532.png,train
R0000595,Benign,images/Benign/R0000595.png,train
R0002795,Benign,images/Benign/R0002795.png,train
R0001274,Benign,images/Benign/R0001274.png,train
R0002997,Benign,images/Benign/R0002997.png,train
R0001064,Benign,images/Benign/R0001064.png,train
R0002852,Benign,images/Benign/R0002852.png,train
R0001463,Benign,images/Benign/R0001463.png,train
R0000429,Benign,images/Benign/R0000429.png,train
R0000712,Benign,images/Benign/R0000712.png,train
R0002477,Benign,images/Benign/R0002477.png,train
R0001890,Benign,images/Benign/R0001890.png,train
R0001149,Benign,images/Benign/R0001149.png,train
R0001026,Benign,images/Benign/R0001026.png,train
R0002508,Benign,images/Benign/R0002508.png,train
R0000931,Benign,images/Benign/R0000931.png,train
R0002847,Benign,images/Benign/R0002847.png,train
R0001537,Benign,images/Benign/R0001537.png,train
R0000629,Benign,images/Benign/R0000629.png,train
R0000555,Benign,images/Benign/R0000555.png,train
R0000969,Benign,images/Benign/R0000969.png,train
R0001186,Benign,images/Benign/R0001186.png,train
R0001497,Benign,images/Benign/R0001497.png,train
R0000046,Benign,images/Benign/R0000046.png,train
R0002840,Benign,images/Benign/R0002840.png,train
R0002298,Benign,images/Benign/R0002298.png,train
R0002016,Benign,images/Benign/R0002016.png,train
R0001653,Benign,images/Benign/R0001653.png,train
R0002937,Benign,images/Benign/R0002937.png,train
R0001556,Benign,images/Benign/R0001556.png,train
R0001949,Benign,images/Benign/R0001949.png,train
R0001464,Benign,images/Benign/R0001464.png,train
R0000886,Benign,images/Benign/R0000886.png,train
R0001462,Benign,images/Benign/R0001462.png,train
R0000096,Benign,images/Benign/R0000096.png,train
R0001068,Benign,images/Benign/R0001068.png,train
R0000186,Benign,images/Benign/R0000186.png,train
R0001441,Benign,images/Benign/R0001441.png,train
R0001104,Benign,images/Benign/R0001104.png,train
R0002867,Benign,images/Benign/R0002867.png,train
R0000554,Benign,images/Benign/R0000554.png,train
R0002820,Benign,images/Benign/R0002820.png,train
R0002670,Benign,images/Benign/R0002670.png,train
R0000877,Benign,images/Benign/R0000877.png,train
R0002116,Benign,images/Benign/R0002116.png,train
R0002707,Benign,images/Benign/R0002707.png,train
R0000329,Benign,images/Benign/R0000329.png,train
R0001102,Benign,images/Benign/R0001102.png,train
R0001437,Benign,images/Benign/R0001437.png,train
R0001839,Benign,images/Benign/R0001839.png,train
R0000739,Benign,images/Benign/R0000739.png,train
R0000746,Benign,images/Benign/R0000746.png,train
R0001012,Benign,images/Benign/R0001012.png,train
R0001444,Benign,images/Benign/R0001444.png,train
R0000926,Benign,images/Benign/R0000926.png,train
R0000858,Benign,images/Benign/R0000858.png,train
R0002309,Benign,images/Benign/R0002309.png,train
R0002988,Benign,images/Benign/R0002988.png,train
R0001527,Benign,images/Benign/R0001527.png,train
R0000455,Benign,images/Benign/R0000455.png,train
R0002413,Benign,images/Benign/R0002413.png,train
R0002727,Benign,images/Benign/R0002727.png,train
R0001559,Benign,images/Benign/R0001559.png,train
R0000544,Benign,images/Benign/R0000544.png,train
R0002595,Benign,images/Benign/R0002595.png,train
R0001543,Benign,images/Benign/R0001543.png,train
R0000415,Benign,images/Benign/R0000415.png,train
R0000855,Benign,images/Benign/R0000855.png,train
R0001752,Benign,images/Benign/R0001752.png,train
R0000073,Benign,images/Benign/R0000073.png,train
R0001835,Benign,images/Benign/R0001835.png,train
R0001461,Benign,images/Benign/R0001461.png,train
R0002996,Benign,images/Benign/R0002996.png,train
R0000430,Benign,images/Benign/R0000430.png,train
R0000059,Benign,images/Benign/R0000059.png,train
R0000488,Benign,images/Benign/R0000488.png,train
R0001691,Benign,images/Benign/R0001691.png,train
R0000353,Benign,images/Benign/R0000353.png,train
R0000770,Benign,images/Benign/R0000770.png,train
R0001606,Benign,images/Benign/R0001606.png,train
R0002042,Benign,images/Benign/R0002042.png,train
R0000105,Benign,images/Benign/R0000105.png,train
R0000454,Benign,images/Benign/R0000454.png,train
R0000437,Benign,images/Benign/R0000437.png,train
R0002555,Benign,images/Benign/R0002555.png,train
R0002924,Benign,images/Benign/R0002924.png,train
R0002423,Benign,images/Benign/R0002423.png,train
R0001516,Benign,images/Benign/R0001516.png,train
R0002008,Benign,images/Benign/R0002008.png,train
R0001128,Benign,images/Benign/R0001128.png,train
R0002892,Benign,images/Benign/R0002892.png,train
R0002684,Benign,images/Benign/R0002684.png,train
R0002292,Benign,images/Benign/R0002292.png,train
R0000128,Benign,images/Benign/R0000128.png,train
R0000340,Benign,images/Benign/R0000340.png,train
R0002530,Benign,images/Benign/R0002530.png,train
R0001817,Benign,images/Benign/R0001817.png,train
R0001936,Benign,images/Benign/R0001936.png,train
R0000409,Benign,images/Benign/R0000409.png,train
R0002402,Benign,images/Benign/R0002402.png,train
R0002482,Benign,images/Benign/R0002482.png,train
R0001876,Benign,images/Benign/R0001876.png,train
R0002554,Benign,images/Benign/R0002554.png,train
R0002175,Benign,images/Benign/R0002175.png,train
R0001683,Benign,images/Benign/R0001683.png,train
R0001997,Benign,images/Benign/R0001997.png,train
R0001645,Benign,images/Benign/R0001645.png,train
R0002108,Benign,images/Benign/R0002108.png,train
R0000675,Benign,images/Benign/R0000675.png,train
R0000715,Benign,images/Benign/R0000715.png,train
R0001435,Benign,images/Benign/R0001435.png,train
R0000805,Benign,images/Benign/R0000805.png,train
R0000251,Benign,images/Benign/R0000251.png,train
R0000625,Benign,images/Benign/R0000625.png,train
R0001306,Benign,images/Benign/R0001306.png,train
R0000786,Benign,images/Benign/R0000786.png,train
R0001073,Benign,images/Benign/R0001073.png,train
R0000512,Benign,images/Benign/R0000512.png,train
R0000533,Benign,images/Benign/R0000533.png,train
R0000559,Benign,images/Benign/R0000559.png,train
R0002073,Benign,images/Benign/R0002073.png,train
R0001375,Benign,images/Benign/R0001375.png,train
R0002583,Benign,images/Benign/R0002583.png,train
R0001718,Benign,images/Benign/R0001718.png,train
R0000452,Benign,images/Benign/R0000452.png,train
R0001224,Benign,images/Benign/R0001224.png,train
R0002987,Benign,images/Benign/R0002987.png,train
R0001111,Benign,images/Benign/R0001111.png,train
R0001544,Benign,images/Benign/R0001544.png,train
R0001487,Benign,images/Benign/R0001487.png,train
R0001512,Benign,images/Benign/R0001512.png,train
R0002678,Benign,images/Benign/R0002678.png,train
R0002261,Benign,images/Benign/R0002261.png,train
R0001250,Benign,images/Benign/R0001250.png,train
R0000030,Benign,images/Benign/R0000030.png,train
R0001960,Benign,images/Benign/R0001960.png,train
R0000895,Benign,images/Benign/R0000895.png,train
R0000777,Benign,images/Benign/R0000777.png,train
R0000633,Benign,images/Benign/R0000633.png,train
R0001369,Benign,images/Benign/R0001369.png,train
R0001657,Benign,images/Benign/R0001657.png,train
R0000199,Benign,images/Benign/R0000199.png,train
R0000180,Benign,images/Benign/R0000180.png,train
R0002574,Benign,images/Benign/R0002574.png,train
R0000045,Benign,images/Benign/R0000045.png,train
R0000090,Benign,images/Benign/R0000090.png,train
R0000687,Benign,images/Benign/R0000687.png,train
R0001023,Benign,images/Benign/R0001023.png,train
R0000302,Benign,images/Benign/R0000302.png,train
R0001115,Benign,images/Benign/R0001115.png,train
R0002713,Benign,images/Benign/R0002713.png,train
R0000698,Benign,images/Benign/R0000698.png,train
R0000571,Benign,images/Benign/R0000571.png,train
R0001300,Benign,images/Benign/R0001300.png,train
R0001273,Benign,images/Benign/R0001273.png,train
R0002459,Benign,images/Benign/R0002459.png,train
R0000158,Benign,images/Benign/R0000158.png,train
R0002181,Benign,images/Benign/R0002181.png,train
R0001898,Benign,images/Benign/R0001898.png,train
R0001697,Benign,images/Benign/R0001697.png,train
R0001694,Benign,images/Benign/R0001694.png,train
R0002088,Benign,images/Benign/R0002088.png,train
R0001742,Benign,images/Benign/R0001742.png,train
R0000140,Benign,images/Benign/R0000140.png,train
R0001508,Benign,images/Benign/R0001508.png,train
R0002691,Benign,images/Benign/R0002691.png,train
R0002368,Benign,images/Benign/R0002368.png,train
R0000343,Benign,images/Benign/R0000343.png,train
R0002547,Benign,images/Benign/R0002547.png,train
R0002791,Benign,images/Benign/R0002791.png,train
R0000572,Benign,images/Benign/R0000572.png,train
R0001662,Benign,images/Benign/R0001662.png,train
R0002424,Benign,images/Benign/R0002424.png,train
R0000919,Benign,images/Benign/R0000919.png,train
R0000237,Benign,images/Benign/R0000237.png,train
R0001826,Benign,images/Benign/R0001826.png,train
R0001255,Benign,images/Benign/R0001255.png,train
R0002308,Benign,images/Benign/R0002308.png,train
R0000184,Benign,images/Benign/R0000184.png,train
R0002381,Benign,images/Benign/R0002381.png,train
R0000678,Benign,images/Benign/R0000678.png,train
R0000504,Benign,images/Benign/R0000504.png,train
R0001320,Benign,images/Benign/R0001320.png,train
R0001921,Benign,images/Benign/R0001921.png,train
R0000535,Benign,images/Benign/R0000535.png,train
R0002885,Benign,images/Benign/R0002885.png,train
R0000335,Benign,images/Benign/R0000335.png,train
R0000161,Benign,images/Benign/R0000161.png,train
R0000481,Benign,images/Benign/R0000481.png,train
R0000291,Benign,images/Benign/R0000291.png,train
R0000289,Benign,images/Benign/R0000289.png,train
R0001501,Benign,images/Benign/R0001501.png,train
R0002488,Benign,images/Benign/R0002488.png,train
R0002933,Benign,images/Benign/R0002933.png,train
R0002444,Benign,images/Benign/R0002444.png,train
R0002848,Benign,images/Benign/R0002848.png,train
R0000560,Benign,images/Benign/R0000560.png,train
R0000521,Benign,images/Benign/R0000521.png,train
R0002949,Benign,images/Benign/R0002949.png,train
R0000276,Benign,images/Benign/R0000276.png,train
R0001875,Benign,images/Benign/R0001875.png,train
R0002131,Benign,images/Benign/R0002131.png,train
R0000596,Benign,images/Benign/R0000596.png,train
R0002692,Benign,images/Benign/R0002692.png,train
R0002545,Benign,images/Benign/R0002545.png,train
R0000273,Benign,images/Benign/R0000273.png,train
R0000548,Benign,images/Benign/R0000548.png,train
R0000963,Benign,images/Benign/R0000963.png,train
R0000985,Benign,images/Benign/R0000985.png,train
R0000177,Benign,images/Benign/R0000177.png,train
R0000458,Benign,images/Benign/R0000458.png,train
R0002054,Benign,images/Benign/R0002054.png,train
R0000828,Benign,images/Benign/R0000828.png,train
R0000311,Benign,images/Benign/R0000311.png,train
R0001978,Benign,images/Benign/R0001978.png,train
R0001313,Benign,images/Benign/R0001313.png,train
R0002798,Benign,images/Benign/R0002798.png,train
R0000713,Benign,images/Benign/R0000713.png,train
R0000142,Benign,images/Benign/R0000142.png,train
R0002036,Benign,images/Benign/R0002036.png,train
R0002405,Benign,images/Benign/R0002405.png,train
R0001502,Benign,images/Benign/R0001502.png,train
R0000389,Benign,images/Benign/R0000389.png,train
R0001175,Benign,images/Benign/R0001175.png,train
R0002060,Benign,images/Benign/R0002060.png,train
R0001549,Benign,images/Benign/R0001549.png,train
R0000723,Benign,images/Benign/R0000723.png,train
R0000485,Benign,images/Benign/R0000485.png,train
R0000955,Benign,images/Benign/R0000955.png,train
R0000803,Benign,images/Benign/R0000803.png,train
R0002618,Benign,images/Benign/R0002618.png,train
R0002314,Benign,images/Benign/R0002314.png,train
R0002588,Benign,images/Benign/R0002588.png,train
R0001074,Benign,images/Benign/R0001074.png,train
R0000223,Benign,images/Benign/R0000223.png,train
R0002415,Benign,images/Benign/R0002415.png,train
R0001981,Benign,images/Benign/R0001981.png,train
R0000387,Benign,images/Benign/R0000387.png,train
R0001182,Benign,images/Benign/R0001182.png,train
R0002110,Benign,images/Benign/R0002110.png,train
R0000442,Benign,images/Benign/R0000442.png,train
R0002182,Benign,images/Benign/R0002182.png,train
R0002207,Benign,images/Benign/R0002207.png,train
R0001830,Benign,images/Benign/R0001830.png,train
R0002454,Benign,images/Benign/R0002454.png,train
R0000112,Benign,images/Benign/R0000112.png,train
R0002813,Benign,images/Benign/R0002813.png,train
R0002873,Benign,images/Benign/R0002873.png,train
R0002274,Benign,images/Benign/R0002274.png,train
R0001209,Benign,images/Benign/R0001209.png,train
R0000354,Benign,images/Benign/R0000354.png,train
R0001659,Benign,images/Benign/R0001659.png,train
R0001125,Benign,images/Benign/R0001125.png,train
R0002891,Benign,images/Benign/R0002891.png,train
R0000921,Benign,images/Benign/R0000921.png,train
R0002166,Benign,images/Benign/R0002166.png,train
R0000999,Benign,images/Benign/R0000999.png,train
R0002061,Benign,images/Benign/R0002061.png,train
R0001712,Benign,images/Benign/R0001712.png,train
R0001220,Benign,images/Benign/R0001220.png,train
R0000211,Benign,images/Benign/R0000211.png,train
R0002663,Benign,images/Benign/R0002663.png,train
R0002227,Benign,images/Benign/R0002227.png,train
R0000309,Benign,images/Benign/R0000309.png,train
R0000265,Benign,images/Benign/R0000265.png,train
R0002397,Benign,images/Benign/R0002397.png,train
R0002945,Benign,images/Benign/R0002945.png,train
R0002490,Benign,images/Benign/R0002490.png,train
R0000630,Benign,images/Benign/R0000630.png,train
R0000503,Benign,images/Benign/R0000503.png,train
R0000496,Benign,images/Benign/R0000496.png,train
R0001316,Benign,images/Benign/R0001316.png,train
R0000099,Benign,images/Benign/R0000099.png,train
R0002208,Benign,images/Benign/R0002208.png,train
R0002240,Benign,images/Benign/R0002240.png,train
R0001038,Benign,images/Benign/R0001038.png,train
R0000691,Benign,images/Benign/R0000691.png,train
R0000958,Benign,images/Benign/R0000958.png,train
R0001334,Benign,images/Benign/R0001334.png,train
R0002868,Benign,images/Benign/R0002868.png,train
R0002592,Benign,images/Benign/R0002592.png,train
R0001339,Benign,images/Benign/R0001339.png,train
R0001315,Benign,images/Benign/R0001315.png,train
R0000108,Benign,images/Benign/R0000108.png,train
R0002658,Benign,images/Benign/R0002658.png,train
R0000890,Benign,images/Benign/R0000890.png,train
R0000970,Benign,images/Benign/R0000970.png,train
R0002737,Benign,images/Benign/R0002737.png,train
R0000611,Benign,images/Benign/R0000611.png,train
R0000638,Benign,images/Benign/R0000638.png,train
R0002506,Benign,images/Benign/R0002506.png,train
R0002921,Benign,images/Benign/R0002921.png,train
R0001041,Benign,images/Benign/R0001041.png,train
R0002195,Benign,images/Benign/R0002195.png,train
R0000243,Benign,images/Benign/R0000243.png,train
R0000249,Benign,images/Benign/R0000249.png,train
R0001616,Benign,images/Benign/R0001616.png,train
R0000270,Benign,images/Benign/R0000270.png,train
R0000115,Benign,images/Benign/R0000115.png,train
R0000054,Benign,images/Benign/R0000054.png,train
R0001675,Benign,images/Benign/R0001675.png,train
R0002817,Benign,images/Benign/R0002817.png,train
R0001009,Benign,images/Benign/R0001009.png,train
R0000706,Benign,images/Benign/R0000706.png,train
R0001529,Benign,images/Benign/R0001529.png,train
R0001926,Benign,images/Benign/R0001926.png,train
R0000537,Benign,images/Benign/R0000537.png,train
R0000510,Benign,images/Benign/R0000510.png,train
R0002027,Benign,images/Benign/R0002027.png,train
R0001672,Benign,images/Benign/R0001672.png,train
R0002794,Benign,images/Benign/R0002794.png,train
R0000489,Benign,images/Benign/R0000489.png,train
R0002690,Benign,images/Benign/R0002690.png,train
R0002265,Benign,images/Benign/R0002265.png,train
R0002558,Benign,images/Benign/R0002558.png,train
R0001399,Benign,images/Benign/R0001399.png,train
R0002667,Benign,images/Benign/R0002667.png,train
R0001620,Benign,images/Benign/R0001620.png,train
R0002179,Benign,images/Benign/R0002179.png,train
R0000226,Benign,images/Benign/R0000226.png,train
R0002623,Benign,images/Benign/R0002623.png,train
R0001801,Benign,images/Benign/R0001801.png,train
R0001481,Benign,images/Benign/R0001481.png,train
R0000444,Benign,images/Benign/R0000444.png,train
R0000783,Benign,images/Benign/R0000783.png,train
R0000333,Benign,images/Benign/R0000333.png,train
R0002431,Benign,images/Benign/R0002431.png,train
R0002313,Benign,images/Benign/R0002313.png,train
R0002636,Benign,images/Benign/R0002636.png,train
R0001917,Benign,images/Benign/R0001917.png,train
R0002425,Benign,images/Benign/R0002425.png,train
R0002644,Benign,images/Benign/R0002644.png,train
R0001767,Benign,images/Benign/R0001767.png,train
R0000233,Benign,images/Benign/R0000233.png,train
R0001807,Benign,images/Benign/R0001807.png,train
R0002733,Benign,images/Benign/R0002733.png,train
R0001966,Benign,images/Benign/R0001966.png,train
R0002853,Benign,images/Benign/R0002853.png,train
R0002572,Benign,images/Benign/R0002572.png,train
R0001725,Benign,images/Benign/R0001725.png,train
R0002242,Benign,images/Benign/R0002242.png,train
R0002580,Benign,images/Benign/R0002580.png,train
R0000910,Benign,images/Benign/R0000910.png,train
R0002449,Benign,images/Benign/R0002449.png,train
R0002647,Benign,images/Benign/R0002647.png,train
R0001986,Benign,images/Benign/R0001986.png,train
R0001027,Benign,images/Benign/R0001027.png,train
R0002362,Benign,images/Benign/R0002362.png,train
R0002341,Benign,images/Benign/R0002341.png,train
R0002237,Benign,images/Benign/R0002237.png,train
R0001873,Benign,images/Benign/R0001873.png,train
R0001905,Benign,images/Benign/R0001905.png,train
R0001857,Benign,images/Benign/R0001857.png,train
R0001063,Benign,images/Benign/R0001063.png,train
R0002000,Benign,images/Benign/R0002000.png,train
R0002363,Benign,images/Benign/R0002363.png,train
R0000832,Benign,images/Benign/R0000832.png,train
R0000811,Benign,images/Benign/R0000811.png,train
R0001314,Benign,images/Benign/R0001314.png,train
R0002561,Benign,images/Benign/R0002561.png,train
R0002910,Benign,images/Benign/R0002910.png,train
R0000380,Benign,images/Benign/R0000380.png,train
R0001122,Benign,images/Benign/R0001122.png,train
R0000278,Benign,images/Benign/R0000278.png,train
R0002649,Benign,images/Benign/R0002649.png,train
R0002398,Benign,images/Benign/R0002398.png,train
R0002586,Benign,images/Benign/R0002586.png,train
R0001468,Benign,images/Benign/R0001468.png,train
R0002414,Benign,images/Benign/R0002414.png,train
R0000817,Benign,images/Benign/R0000817.png,train
R0001893,Benign,images/Benign/R0001893.png,train
R0001298,Benign,images/Benign/R0001298.png,train
R0002717,Benign,images/Benign/R0002717.png,train
R0002327,Benign,images/Benign/R0002327.png,train
R0000480,Benign,images/Benign/R0000480.png,train
R0000487,Benign,images/Benign/R0000487.png,train
R0002226,Benign,images/Benign/R0002226.png,train
R0000592,Benign,images/Benign/R0000592.png,train
R0000403,Benign,images/Benign/R0000403.png,train
R0001355,Benign,images/Benign/R0001355.png,train
R0002551,Benign,images/Benign/R0002551.png,train
R0000835,Benign,images/Benign/R0000835.png,train
R0001652,Benign,images/Benign/R0001652.png,train
R0002901,Benign,images/Benign/R0002901.png,train
R0000830,Benign,images/Benign/R0000830.png,train
R0001264,Benign,images/Benign/R0001264.png,train
R0002925,Benign,images/Benign/R0002925.png,train
R0000843,Benign,images/Benign/R0000843.png,train
R0002481,Benign,images/Benign/R0002481.png,train
R0002287,Benign,images/Benign/R0002287.png,train
R0001291,Benign,images/Benign/R0001291.png,train
R0002174,Benign,images/Benign/R0002174.png,train
R0001511,Benign,images/Benign/R0001511.png,train
R0001680,Benign,images/Benign/R0001680.png,train
R0000909,Benign,images/Benign/R0000909.png,train
R0002338,Benign,images/Benign/R0002338.png,train
R0001289,Benign,images/Benign/R0001289.png,train
R0000593,Benign,images/Benign/R0000593.png,train
R0002896,Benign,images/Benign/R0002896.png,train
R0001415,Benign,images/Benign/R0001415.png,train
R0000833,Benign,images/Benign/R0000833.png,train
R0001598,Benign,images/Benign/R0001598.png,train
R0001308,Benign,images/Benign/R0001308.png,train
R0000457,Benign,images/Benign/R0000457.png,train
R0000729,Benign,images/Benign/R0000729.png,train
R0000256,Benign,images/Benign/R0000256.png,train
R0000834,Benign,images/Benign/R0000834.png,train
R0000113,Benign,images/Benign/R0000113.png,train
R0001965,Benign,images/Benign/R0001965.png,train
R0000172,Benign,images/Benign/R0000172.png,train
R0001996,Benign,images/Benign/R0001996.png,train
R0000271,Benign,images/Benign/R0000271.png,train
R0001882,Benign,images/Benign/R0001882.png,train
R0001486,Benign,images/Benign/R0001486.png,train
R0000996,Benign,images/Benign/R0000996.png,train
R0002919,Benign,images/Benign/R0002919.png,train
R0001666,Benign,images/Benign/R0001666.png,train
R0002751,Benign,images/Benign/R0002751.png,train
R0000831,Benign,images/Benign/R0000831.png,train
R0001520,Benign,images/Benign/R0001520.png,train
R0001099,Benign,images/Benign/R0001099.png,train
R0001172,Benign,images/Benign/R0001172.png,train
